donor_id,name,total_donated,avg_donation_size,donation_count,campaign_count,health_screening_count,cluster_label
06b2c83a-8f99-4891-91ca-4279b310d78c,Robert Fuentes,9565,531.3888888888889,18,3,1,0
0718c6fe-b52e-4df5-b353-754a863ab27b,Zachary Burke,9827,517.2105263157895,19,2,1,0
07338794-c8f2-464c-b29a-9f1722ff75a3,Melissa Bowen,6370,424.6666666666667,15,4,2,2
0748175f-9a12-4919-8233-33c7b187f869,Dana Griffin,11525,523.8636363636364,22,1,1,0
077c848e-21dd-4f42-9209-bb7bf309722c,Candace Thompson,16044,501.375,32,2,3,1
07ba2820-2d0b-411c-9bc8-b02a8f3cbbf5,Patrick Mahoney,17870,525.5882352941177,34,5,2,1
07c08a95-b20e-4c0c-a920-c478180d67f3,Charles Bennett,15828,452.22857142857146,35,3,3,1
082ff939-d3a4-4410-b531-56ee76bdf63c,Jason Chambers,15442,482.5625,32,1,1,1
083b4153-5acd-4bcc-9fe2-62b22a964279,Vanessa Evans,771,385.5,2,4,2,3
0850b612-3950-41e3-8ce0-11737d091b64,Jose Russo,10977,477.2608695652174,23,4,2,0
0859aa9f-b527-4dda-ab22-2b9f935444e5,Molly Vasquez,15232,461.5757575757576,33,4,3,1
0880292e-7620-468e-8b64-2ac0c7eb23a0,Kyle Gutierrez,12026,400.8666666666667,30,3,3,2
08b688ff-5974-463c-8d73-78b65024ed33,Anthony Lozano,1524,508.0,3,1,2,3
08e6e9a2-5438-456c-881c-a42c597d8a40,Jennifer Campbell,9466,430.27272727272725,22,2,3,2
08ec7f35-6afd-44aa-8380-b5155d710f89,Stephanie Taylor,9971,524.7894736842105,19,2,1,0
094e4237-55bc-438a-af41-ef1259b44f0f,Lori Scott,8340,490.5882352941176,17,1,3,2
095d853b-5ffa-4f29-9f51-7e0bfebbfc9a,Tammy Harrison,9405,553.2352941176471,17,3,2,0
09655322-124c-4513-8b6e-0b1f0060ea81,Timothy Simpson,15155,445.7352941176471,34,1,2,1
096d9182-70c9-4066-b200-1f480c9c5c0e,Donna Wade,8621,431.05,20,3,1,0
09bd34ec-e321-441d-b6c6-8b630adab478,Catherine Shannon,11803,472.12,25,1,2,1
09cc5a9d-b3eb-45c6-8203-f3293060a4ba,Jason Steele,2107,702.3333333333334,3,3,1,0
09f6f90b-e8c9-4f8c-81e8-bec7f1f010e7,Danielle Robertson,7996,470.3529411764706,17,3,2,2
0a1b2bd4-a0b5-4294-a5b3-1f525f325114,Amber Moyer,9047,532.1764705882352,17,4,3,2
0a414243-d75b-40e2-b980-0ee52544dd21,Becky Moore,11664,466.56,25,5,2,2
0a6bb360-9e2f-4814-833f-5918fdcd6525,Michael Garcia,14208,489.9310344827586,29,2,2,1
0a6be1cc-6c67-42ac-a7e6-d550e33e3797,Ryan Gray,1924,641.3333333333334,3,4,2,0
0a7a7de1-80d3-43b8-9168-c7e595aae3f7,Brian Hicks,9271,463.55,20,1,3,2
0a81c4d2-4bbb-4f9d-a53a-caf49d5821ce,Trevor Hale,7336,458.5,16,1,1,0
0a8b47e6-a7f1-4850-a8fa-45e412f2a360,Jacob Torres,15395,452.7941176470589,34,5,2,1
0ad91275-dce9-492e-b6f5-330111a54564,Casey Ramos,16066,554.0,29,1,3,1
0b113918-d94f-40ee-b572-3b18a96579ce,James Harrison,16130,488.7878787878788,33,1,2,1
0b1d32c9-a5bc-48fb-9bb2-897afc133a69,Mark Estes,9939,432.1304347826087,23,1,2,2
0b2d4489-0c42-4a0c-8861-a46c9a6a0555,Kenneth Bradshaw,15384,496.258064516129,31,4,2,1
0b309f63-fa38-40af-a7df-3c4200a4aaa7,Teresa Jones,6868,429.25,16,3,2,2
0b3f7650-a98b-4350-ac57-585e86d1a27b,Jason Lynn,15752,450.0571428571429,35,1,2,1
0b470338-548c-4ff3-84ec-b51dfb13c44f,Christopher Wagner,10911,436.44,25,2,3,2
0b6beb5b-9df9-46a1-a46b-4235e2d840f1,Sharon Stephens,829,414.5,2,5,2,3
0b6d4819-16a3-4136-83ff-aaf69b07ee68,Michael Hall,1934,644.6666666666666,3,4,1,0
0b874b28-e3bc-4d1a-8664-7e06a33d833a,Dorothy Hall,8971,472.1578947368421,19,4,2,0
0bb41e3b-7359-424f-b644-945ecc019b7e,Brenda Chase,8234,484.3529411764706,17,2,1,0
0bbffdb0-b3e5-452a-891d-43bc7501f262,Carol Newman,7244,381.2631578947368,19,1,1,2
0bc74695-ed15-448e-a064-740f3206d009,Stephen Mcdaniel,15059,442.9117647058824,34,1,3,1
0be5c044-3228-4950-aeeb-275ac2ccba31,Christine Rodriguez,15183,506.1,30,2,1,1
0c050158-6ab8-4a27-8793-e4e35c6dfe1c,Katherine Roberts,15783,478.27272727272725,33,5,2,1
0c1def4f-0e4a-4e55-9f28-1d92864f3588,Travis Hoffman,16216,463.3142857142857,35,2,2,1
0c5539c4-61cd-4fb9-bd5e-e210e9e41af6,Mary Smith,11088,410.6666666666667,27,1,2,2
0cbf2c03-c632-4ff5-ae37-e46ea7a2be7c,James Blair,14084,440.125,32,5,2,1
0ccde19e-d62c-4c13-a5ef-5fd265a090ea,Anne Woods,2230,743.3333333333334,3,1,1,0
0cd47a3a-4503-45bb-802c-b111b43cb890,Julia Velazquez,15976,499.25,32,1,2,1
0cf81293-7a5c-48e8-b7b8-8a2069a39867,Alexandra Garza,11915,541.5909090909091,22,5,3,1
0d07f10f-9445-4bdb-b5c9-437b03440626,James Scott,8205,482.6470588235294,17,3,2,0
0d09e507-7494-4116-adf2-8b32a9990fbc,Joseph Blackburn,11087,461.9583333333333,24,3,1,0
0def33bf-4d0a-41c8-ae3f-c5020521d075,Theresa Cabrera,9887,449.4090909090909,22,1,3,2
0e174672-fa48-4e6e-b265-96087895f4d1,Stephen Anderson,8866,554.125,16,5,3,0
0e4c7eae-8e91-4187-be4a-69f19582623d,Derek Turner,16551,472.8857142857143,35,4,2,1
0e6153f5-edfd-4536-982c-6e86318ca951,Cindy Miller,9252,486.9473684210527,19,3,3,2
0e7c2455-3a4d-42fb-8b04-bc984c3620cb,Richard Murray,14167,505.9642857142857,28,4,3,1
0eee9534-51d0-4ca3-af3c-50a8c90586ca,Derek Phillips,9364,445.9047619047619,21,3,2,2
0efa7f0a-9c9f-4e09-ad5f-916165662862,Kristen Campbell,7921,528.0666666666667,15,1,3,2
0f2f6fd3-e4c0-4fab-baf3-2ea6f019c464,Nancy Green,15762,463.5882352941176,34,4,1,1
0f3d3a3c-32e4-418f-a401-f27ca3a29698,Whitney Lee,15348,465.09090909090907,33,1,3,1
0f672771-5dcc-4a70-830c-1e9def14bb1a,Melissa Hurst,9540,502.10526315789474,19,3,3,2
0f6b61f8-366d-42e8-822b-6bf42cf7ffb5,Brandon Martinez,11118,555.9,20,2,2,0
0f868f00-a2cc-44ac-a685-1b44c46d0644,Matthew Thompson,16347,510.84375,32,2,3,1
0fa00d8a-b92e-4dfd-bc82-bb3fad502ea6,Andrew Gordon,9305,465.25,20,3,1,0
0fbca3ed-44d3-44eb-92ea-afee99477576,Sandra Steele,10181,462.77272727272725,22,5,1,0
0fc55c9f-d71c-4922-8adc-3fd2854bc142,Lisa Black,8083,538.8666666666667,15,3,3,2
0fde95b8-adea-4943-9233-de8783e05c5c,Melissa Snyder,11131,445.24,25,2,3,2
100f52f6-a875-492e-9000-520fd0bbc2b5,Jill Bates,16055,458.7142857142857,35,3,3,1
10405448-9792-44c5-b790-65de50454400,Jeffery Henry,12944,539.3333333333334,24,2,1,0
105437dc-b48f-4cbe-886d-3749629dcbc7,Margaret Torres,7709,453.4705882352941,17,2,2,2
1058a3cf-cb7b-477c-88fa-b8130b28da25,Ryan Williamson,18255,521.5714285714286,35,2,2,1
10858d49-8760-4f06-92d3-0238fcb4db53,Robert Mann,8033,502.0625,16,4,1,0
10ad5a48-bcf2-452a-8c9a-dd0f0e6afe72,James Turner,13521,436.1612903225807,31,5,2,1
10b493ac-5c91-436e-98c1-57a0283dc589,Brittney Sanford,13291,443.03333333333336,30,2,2,1
10e1ef02-03fe-4e56-b660-62229ce21722,Anthony Dalton,6228,346.0,18,4,2,2
110d3cfb-a2b4-4bc5-8b2d-0abf4c670fb7,Raymond Rosales,12138,449.55555555555554,27,1,2,1
1121435c-8296-4816-baf4-6473669badaf,Brittany Moon,10158,441.6521739130435,23,1,1,0
11395d9d-ccf8-4f27-86c3-460e7db0e446,Tracy Dickerson,16381,528.4193548387096,31,3,3,1
11733031-a8ef-4abe-ba8c-03b6ff81532e,Katherine Tapia,8989,449.45,20,3,1,0
11c7509f-1571-4298-af6f-c1bc99c68ee9,Pamela Keith,11378,474.0833333333333,24,2,1,0
11ccec74-5a84-48ae-b300-67bbf4d1cb8e,Joseph Ruiz,10752,565.8947368421053,19,4,1,0
11cfd38d-41bb-4c28-ab9a-01de42032155,Danny Alvarado,8597,477.6111111111111,18,1,2,2
11e3a800-8996-45a3-856f-a73d49ddaa84,Sabrina Zimmerman,7995,499.6875,16,1,3,2
1200df2c-d983-4f3c-869c-b1968f83bf72,Kayla Keith,7232,425.4117647058824,17,4,3,2
12054914-5bbd-4481-bf0b-e42d7603e6c7,Brady Scott,1683,561.0,3,4,2,3
1207e494-171a-43c8-ab47-25e2a7c147b8,Amanda Vance,12621,394.40625,32,1,3,2
121d2b90-7870-4a64-8ec4-9451820810e2,Michelle Allen,13745,509.0740740740741,27,5,3,1
1248d5c7-2813-43e3-9404-a7fa3ea924c7,Maria Sweeney,10304,490.6666666666667,21,5,3,2
1268b2c3-f530-4844-b209-135d64acc9a9,William Johnston,8788,462.5263157894737,19,4,2,2
126d7c06-4a0d-49bf-9919-0809c49d5d93,Ryan Bean,8182,454.55555555555554,18,2,2,2
12b56280-ef2d-4753-807c-a9f958c77a2a,Aaron Duke,8970,498.3333333333333,18,3,1,0
13045a5e-2fd3-4785-ac1b-5461a6dbe715,Jeremy Jones,14209,568.36,25,4,1,0
13114049-e5f1-403b-b8f8-dae36995f861,Sarah Huff,7209,450.5625,16,3,3,2
132f2389-a0f4-41a6-93c7-b894c1cb906c,Jeffery Morgan,5923,394.8666666666667,15,5,1,0
133a007b-9784-4920-a5a9-9ea44cc1174d,Hunter Ellis,9313,465.65,20,5,1,0
13430e1d-25ef-422f-a98d-6fbe30614260,Joseph Peterson,17324,558.8387096774194,31,2,2,1
136cb770-701b-4a1c-884b-341a497ca7f5,Patrick Garza,8360,491.7647058823529,17,3,1,0
139e3c4b-7159-4d2f-9249-cc6462fdef03,Benjamin Baker,10556,502.6666666666667,21,5,1,0
13bcb143-f1e9-4495-aefe-6f998dd031e4,Monica Smith,15752,562.5714285714286,28,1,3,1
1437267d-0c5c-4ac8-8b0e-10cdfce02c71,Elizabeth Craig,7895,438.6111111111111,18,5,2,2
1457ac4a-c875-4110-8f6d-fc0f14d78473,Jonathan Bell,11536,501.5652173913044,23,4,1,0
14651697-8629-4439-a39f-3782ebe4a17f,Kelly Lopez,9554,477.7,20,5,2,0
146646dd-7032-47d9-a785-88e28975f7f6,Noah Rose,14793,510.1034482758621,29,3,1,1
14895d8c-588d-48b0-b438-1fd4d8ca5a55,Jason Bender,14811,462.84375,32,4,1,1
14aa0462-7a4a-44ce-8aa8-929039c42b50,Kristi Zhang,8372,492.4705882352941,17,5,3,2
14af4818-b72b-489d-abc6-e024f096fbb7,Paige Lee,8885,467.6315789473685,19,2,3,2
1508a870-ce1d-443b-85ae-192cdc3531bc,Kaylee Blankenship,10418,416.72,25,4,3,2
152a6f74-5620-4800-a46e-01aa845065b5,Lorraine Kaufman,6981,465.4,15,3,3,2
1554f24b-a147-4e4b-86aa-20b3329de300,Nicholas Williams,12728,410.5806451612903,31,4,1,1
157ac65e-9acc-41e3-8194-d0e6b0fee253,Cynthia Jensen,9659,419.9565217391304,23,4,3,2
158f5e29-356d-4d0c-87ab-3760e75c3617,Michelle Oconnor,12139,485.56,25,4,1,0
159a4c36-ef09-4bdc-a5da-c099e220e152,Kelly Johnson,13994,437.3125,32,1,2,1
15ff619f-592e-4d64-b017-3ac3a7366f4d,David Powell,7456,497.06666666666666,15,4,1,0
1611f746-9a5a-4544-998b-8eb48bf135df,Lisa Peterson,6725,420.3125,16,2,1,0
1624fb6d-d734-4455-ad82-f77dfd78cf89,Laura Rush,9965,498.25,20,4,3,2
1632dcbc-873d-4a5a-8d48-7040bca9d63f,Dean Huynh,13557,451.9,30,3,2,1
163372ae-8721-44dc-98f7-282564d8704a,Karl Campbell,8069,474.6470588235294,17,3,2,0
1653db57-504f-443e-95f9-efaf04ccb8cd,Christian Lewis,12757,554.6521739130435,23,1,3,1
1689a59c-95b3-457e-90d1-b5c3e196a11b,Bridget Garcia,15853,511.3870967741936,31,4,2,1
168d4986-f441-48f6-ab17-8d02e91a06ae,Andrea Mann,15772,463.88235294117646,34,4,1,1
16c300e7-5b18-4759-b3a6-e9cd6fc6c7ed,John Ramsey,16736,492.2352941176471,34,2,3,1
16d3a30f-01fa-467c-bc5d-1c0fc7a37cec,Brandon Smith,6727,448.4666666666666,15,5,3,2
16dddcb0-41f0-4193-a628-301f758c7ed9,Julia Bass,10537,526.85,20,5,2,0
16e43025-10f1-42e6-9793-e0e2f333d79c,Wesley Price,7896,438.6666666666667,18,5,2,2
16f560ac-76bc-449e-9474-395fb322505c,Roberto Lozano,13771,510.037037037037,27,4,2,1
172da016-ddef-4b63-b164-cca07c1303a1,Thomas Wright,13482,464.8965517241379,29,5,3,1
177d7144-f619-4b7f-a4ee-0ba709093065,Jason Murphy,8755,460.7894736842105,19,1,2,2
179a078c-de8f-423b-b2c5-127c5ddfaa57,Cathy Sanchez,9805,490.25,20,3,1,0
17d7d71a-5887-457e-9f51-675207d51bbb,Carol Mcgrath,713,237.66666666666663,3,4,3,3
17e03002-2a14-49ef-8595-68c8a02b0250,Sierra Gonzalez,14605,521.6071428571429,28,1,3,1
17e68de2-4b56-48b1-beea-5f003762fb5c,David Mills,665,332.5,2,4,1,3
17efca01-b251-4116-af78-e8b0f105c5d6,Timothy Nelson,13158,453.7241379310345,29,4,3,1
17fba6ec-64f9-45e9-a1a2-c1d09b9cf99d,Briana Robinson,17450,513.2352941176471,34,4,2,1
17fcb4d5-de08-45fa-89ce-306ea8a52b47,Patricia Bautista,7446,465.375,16,4,3,2
1809b272-9382-4618-8ed6-81a5ba018515,Tabitha Jackson,7995,399.75,20,3,2,2
18142272-89ad-4569-a176-674397edb5af,Clarence Holmes,8426,401.2380952380952,21,5,3,2
18200f3d-20d8-4758-9993-9968ea666e04,Janet Payne,10632,531.6,20,5,3,2
1820d636-4396-406b-8ffd-f99a3a929382,Courtney Hebert,10537,458.1304347826087,23,4,3,2
18366e0a-d82e-485e-8dde-059e6463051d,Alexander Stark,7119,474.6,15,4,1,0
18817530-4407-4a92-bdcc-ede46d9ad1b7,Shelby Cruz,13644,470.4827586206897,29,5,3,1
18982ba5-26b5-4a7b-a589-18d90a80c9b6,Debra Adams,14467,452.09375,32,1,2,1
189d3a9d-4aef-43b3-b840-7e6f23e3cdd2,Suzanne Middleton,9503,475.15,20,3,3,2
18da29d0-0334-4a61-b49f-8e2c644063ae,Russell Rasmussen,8506,472.55555555555554,18,1,1,0
18f12f0e-5abd-4833-b055-6c5dd43cd075,David Marshall,7182,422.4705882352941,17,5,1,0
190e60fa-50fd-4237-b948-cfb1bef2bf26,Sherri Duran,9676,460.7619047619048,21,4,2,2
19209e14-434d-440e-acaa-9310d23b6f45,Frank Santos,9642,567.1764705882352,17,2,3,2
1937244a-3912-4e51-9247-f7178af1c7be,Megan Smith,9392,408.3478260869565,23,3,1,0
193a439d-4798-4148-98ae-79346f779a98,Anne Howard,10817,432.68,25,5,1,0
194bf1aa-82ae-46a8-8684-da06899f2ad1,Heather Gibbs,13565,484.4642857142857,28,5,2,1
19b5b86e-e459-4ee5-9be3-1e07fd2ff7b6,Susan King,18114,517.5428571428571,35,2,1,1
19b5c6a3-a4b3-4719-9e86-ce8247452e4e,Matthew Strickland,14166,472.2,30,3,3,1
19b745bf-28a5-48a4-bc1c-91ec64bd8427,Isaac Guerrero,9426,496.10526315789474,19,4,1,0
19c49bbc-c908-44cc-bff7-b389cc883a4a,Matthew Christian,16699,506.030303030303,33,3,1,1
19e5baac-7774-44b2-bb53-b045dc52f6ec,Tara Turner,11482,441.61538461538464,26,3,3,2
19e8ff80-c4dc-4bbc-a310-a044cc15730c,Samantha Bowers,11962,543.7272727272727,22,2,1,0
19f04b63-d76a-495d-9cf8-7462b40540e9,Carolyn Hoffman,12384,476.3076923076923,26,3,2,1
1a6b7642-1cf4-47e1-ac92-ae3c7dee34b4,Angela Hinton,11172,507.8181818181818,22,3,2,0
1a6d5b7c-eba2-4786-8a64-57b6578eb534,Crystal Parker,10934,497.0,22,3,3,2
1a9c2063-77e6-4681-b33b-dc32fed47752,Ryan Dalton,8896,556.0,16,1,2,0
1aa0e41c-82eb-42ef-809c-e99d32fa2196,William Hubbard,8906,468.7368421052632,19,4,1,0
1ab1c333-c442-45d3-b07a-7eea86745d2e,Katie Gray,7933,495.8125,16,1,2,0
1af28cf5-4aa5-460c-881d-9f7a684f9fd1,Lindsay Welch,8849,520.5294117647059,17,1,3,2
1b034431-e502-4c31-ba6a-1df051e09b3c,Dylan Hayes,16588,502.6666666666667,33,5,2,1
1b0a2e8f-022a-456e-bd21-228a0facad9d,Kevin Holt,6721,373.3888888888889,18,5,2,2
1c294395-ac18-4ca0-a216-b07355b3c514,Manuel Chavez,1012,506.0,2,4,3,3
1c37ae67-dc31-48cc-aac8-3a3d85bf0468,Christopher Davenport,10462,550.6315789473684,19,4,3,2
1c3f17f6-ac30-469f-9367-c99c428bf6d7,Timothy Burton,11411,438.88461538461536,26,1,2,2
1c4eeaf9-063b-4464-8c18-122a20f62c0b,Michael Wolf,13410,496.6666666666667,27,3,1,1
1c54f805-5784-4ff7-84d8-51797d64d76a,James Cordova,9157,508.72222222222223,18,5,1,0
1c5b3091-2d0b-4727-82c4-c8020eb48431,Anthony Robertson,18380,574.375,32,4,1,1
1c815e5f-1ef9-4a96-ae87-1ddfdb57650f,Cheryl Davis,11222,448.88,25,4,3,2
1c8f62cf-f816-40ad-977e-492f64c24bfb,Kayla Robinson,9907,471.7619047619048,21,1,3,2
1ca624e5-c0fa-4e94-aedb-5c74be4f79f0,Malik Patel,19276,566.9411764705883,34,4,1,1
1ccabb0d-8398-49e3-a404-2cf0bdd071af,Maria Jackson,8840,552.5,16,3,3,2
1cefe0d9-ca0e-4a94-8a43-d6c097b1ee8b,Gordon Logan,15601,472.75757575757575,33,5,1,1
1d1dd54b-ccaf-4c97-a1ac-b8d8bdfb79ee,Michele Lee,8040,536.0,15,4,3,2
1d60474e-ea69-4f3c-8f1f-5fa7003e4d40,Michelle Dalton,10818,515.1428571428571,21,2,2,0
1d9bf402-6cff-43ad-86a5-e9df913d4f74,Kimberly Hanson,6746,449.73333333333335,15,4,2,2
1dc1ac41-96a0-4ef0-9b41-aab3ff667eba,Tony Keith,11963,520.1304347826087,23,4,1,0
1ddc147f-60e7-4c3f-a645-730b00d8a7e3,Sonya Boyd,7793,519.5333333333333,15,5,2,0
1ddf3108-4cbb-47d6-bd6c-eba7931a856d,Nicole Hall,14593,486.4333333333333,30,4,1,1
1debd7bd-d621-4005-a721-8895d7dafd87,Elizabeth Roberson,8317,462.05555555555554,18,1,3,2
1df81b8d-32ee-4c9c-9120-2c842688ff43,Tyler Clayton,14028,425.09090909090907,33,2,1,1
1e002314-9e4c-4e5b-a86f-715f66e8e62d,Brad Diaz,6688,418.0,16,2,3,2
1e0a5d81-0624-426e-b9ff-77be3edd8dbf,Kristopher Harrell,7657,450.4117647058824,17,3,3,2
1e312448-db61-4f83-8dd8-88ba89650197,Jesse Patel,11853,455.88461538461536,26,5,2,1
1e6a6ae6-b9f4-481a-b3ab-f3984984d2ae,Brenda Davis,7683,451.9411764705882,17,4,1,0
1e6b210c-03f1-4d7d-9689-4ad4ae658f41,Kelly Moore,13474,499.037037037037,27,4,3,1
1ef95bf6-1c34-47bf-847a-418ef71e9f47,David Duncan,11216,467.3333333333333,24,1,3,2
1ef97db5-3528-4164-a550-4445acf4ac65,Brenda Young,14473,499.0689655172414,29,4,3,1
1f102326-daf2-47d2-9448-0d607db6a5c4,Jason Schmidt,6652,443.4666666666666,15,2,1,0
1fb4454a-9ef5-477d-831f-9cab25e0408d,Kimberly Swanson,8893,555.8125,16,2,3,2
1ff2ad3a-34e7-4ead-a51a-8a4512ce576a,Andrew Lopez,6851,456.73333333333335,15,1,1,0
20252f79-aa6b-44b3-98c8-20cc1086b41a,Jo Ruiz,1724,574.6666666666666,3,4,2,3
20be7905-0bf3-4cfb-b08d-20f20e70d23b,Justin Jackson,6836,427.25,16,5,3,2
20c8a983-1235-453a-bc74-11871370a49f,Belinda Moore,7917,494.8125,16,3,2,0
20cca08e-6c35-4eb8-a7e5-913a7219df31,Sandra Lucero,6829,455.26666666666665,15,2,1,0
210c134c-b1d6-4987-89a1-8bc60511a383,Grant Conner,8402,466.77777777777777,18,3,3,2
211c5f89-4b95-4b07-8f1b-1abfffbe992d,Nicholas Warren,11451,424.1111111111111,27,2,3,2
211d1bb7-9ca0-4b9d-bf17-4e2223fc2cb5,Kevin Howell,16575,473.57142857142856,35,4,3,1
2121f9d1-f656-45f2-a0d3-5f674853f86f,Kenneth Mcdaniel,14046,484.3448275862069,29,3,1,1
21222686-3647-4697-89d5-4686d32c3503,Andre Hinton,9813,490.65,20,4,3,2
214b2e5b-3cbb-48ce-bcdf-cc3e556ae671,Carlos Rice,14380,435.75757575757575,33,3,2,1
